編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPTNMLLLKHOFFEE28CA,3,48.19,本共有部分之項目有防空避難室兼停車空間、管理委員會使用空間、陽台、門廊、車道、垃圾暫存空間、梯間、樓梯間、機械房、水箱等１０項,鋼筋混凝土,105年2月24日,十五層,
RPSNMLOLKHOFFEE48CA,1,97.51,集合住宅,鋼筋混凝土,107年4月30日,十五層,二層 陽台
RPSNMLOLKHOFFEE48CA,1,92.48,本共有部分之項目有防空避難室兼停車空間、樓梯間、管委會使用空間、門廳、車道、管道間、機械室、水箱等８項,鋼筋混凝土,107年4月30日,十五層,
RPTNMLOLKHOFFEE58CA,1,52.12,集合住宅,鋼筋混凝土,107年4月30日,十五層,十三層 陽台 雨遮
RPTNMLOLKHOFFEE58CA,1,48.08,本共有部分之項目有防空避難室兼停車空間、樓梯間、管委會使用空間、門廳、車道、管道間、機械室、水箱等８項,鋼筋混凝土,107年4月30日,十五層,
RPRNMLOLKHOFFEE38CA,1,53.43,集合住宅,鋼筋混凝土,107年4月30日,十五層,六層 陽台 雨遮
RPRNMLOLKHOFFEE38CA,1,48.86,本共有部分之項目有防空避難室兼停車空間、樓梯間、管委會使用空間、門廳、車道、管道間、機械室、水箱等８項,鋼筋混凝土,107年4月30日,十五層,
RPOOMLPKKHOFFGE38CA,18,123.00,住家用,鋼筋混凝土造,90年6月10日,十四層,十四層 陽台
RPOOMLPKKHOFFGE38CA,18,64.88,樓梯間．機械室．水箱．停車空間．防空避難室,鋼筋混凝土造,90年6月10日,十四層,
RPWPMLMLKHOFFGE09CA,50,90.87,住家用,加強磚造,57年6月15日,二層,一層 二層 騎樓
RPWNMLMKKHOFFIE98CA,25,26.62,住家用,鋼筋混凝土造,83年1月28日,十九層,五層 陽台
RPWNMLMKKHOFFIE98CA,25,14.23,共有部份,鋼筋混凝土造,83年1月28日,十九層,
RPSOMLLLKHOFFGE48CA,10,120.60,集合住宅,鋼筋混凝土,98年3月31日,十五層,一層 陽台 夾層
RPSOMLLLKHOFFGE48CA,10,61.76,防空避難室兼停車空間、樓梯間、公共服務空間、機械室、水箱、供管委會使用空間、頂蓋型廣場式開放空間、停車空間、門廊,鋼筋混凝土,98年3月31日,十五層,
RPPNMLOKKHOFFIE48CA,45,77.52,住家用,加強磚造,62年6月30日,二層,一層 二層
RPSOMLSKKHOFFIE66CA,14,173.89,住家用,鋼筋混凝土造,93年6月28日,四層,一層 二層 三層 四層 陽台
RPRNMLMLKHOFFIE58CA,6,183.28,門廊、住宅、樓梯間,鋼筋混凝土造,102年5月1日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLLLKHOFFIE58CA,2,57.63,集合住宅,鋼筋混凝土造,105年11月7日,十五層,八層 陽台 雨遮
RPSNMLLLKHOFFIE58CA,2,47.06,本共有部分之項目有停車空間、梯間、公共服務空間、門廳、外廊、車道、涼亭、樓梯間、機械室、水箱等１０項,鋼筋混凝土造,105年11月7日,十五層,
RPWNMLLLKHOFFIE98CA,1,225.19,住宅,鋼筋混凝土,107年4月17日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPRNMLMKKHOFFJE58CA,45,80.58,住商用,加強磚造,62年9月4日,二層,一層 二層 騎樓
RPVOMLPLKHOFFDE88CA,,47.49,集合住宅,鋼筋混凝土造,107年10月31日,二十九層,十五層 陽台
RPVOMLPLKHOFFDE88CA,,26.25,共有部份,鋼筋混凝土造,107年10月31日,二十九層,
RPQNMLMKKHOFFLE68CA,27,218.85,住商用,鋼筋混凝土造,81年6月13日,四層,一層 二層 三層 四層 陽台 騎樓
RPVNMLOKKHOFFLE76CA,14,188.46,住商用,鋼筋混凝土造,94年2月14日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPOMLMLKHOFFLE78CA,34,90.10,住家用,鋼筋混凝土造,74年3月25日,二層,一層 二層 屋頂突出物
RPUNMLOLKHOFFEE68CA,1,51.99,集合住宅,鋼筋混凝土,107年4月30日,十五層,五層 陽台 雨遮
RPUNMLOLKHOFFEE68CA,1,48.02,本共有部分之項目有防空避難室兼停車空間、樓梯間、管委會使用空間、門廳、車道、管道間、機械室、水箱等８項,鋼筋混凝土,107年4月30日,十五層,
RPQNMLMKKHOFFDE97DA,21,88.58,住家用,鋼筋混凝土造,86年12月20日,十四層,九層 陽台
RPQNMLMKKHOFFDE97DA,21,26.02,見使用執照,鋼筋混凝土造,86年12月20日,十四層,
RPUNMLMKLHOFFFE58CA,,329.22,住家用,鋼筋混凝土造,107年11月7日,四層,一層 二層 三層 四層 陽台 屋頂突出物
RPPNMLLJKHOFFCE77CD,17,95.30,住家用,鋼筋混凝土造,91年6月19日,十四層,一層 陽台
RPPNMLLJKHOFFCE77CD,17,42.59,共有部份,鋼筋混凝土造,91年6月19日,十四層,
RPPNMLLJKHOFFAE57CD,13,132.20,住家用,鋼筋混凝土造,94年10月6日,十五層,十層 陽台
RPPNMLLJKHOFFAE57CD,13,88.74,共有部份,鋼筋混凝土造,94年10月6日,十五層,
RPWNMLOJLHOFFIE56CA,26,213.79,住家用,鋼筋混凝土造,81年12月16日,三層,一層 二層 三層 陽台 平台 騎樓
RPUNMLOJLHOFFDE48CA,14,83.70,住家用,鋼筋混凝土造,93年8月4日,十四層,十四層 陽台
RPUNMLOJLHOFFDE48CA,14,56.35,見使用執照,鋼筋混凝土造,93年8月4日,十四層,
RPUNMLRLKHOFFLE07CA,,234.19,集合住宅,鋼筋混凝土造,107年11月22日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPUNMLRLKHOFFLE07CA,,.12,配電場所,鋼筋混凝土造,107年11月22日,一層,
RPOPMLRLKHOFFLE66CA,25,76.17,住家用,鋼筋混凝土造,83年2月5日,十層,二層 陽台
RPOPMLRLKHOFFLE66CA,25,22.76,共有部份,鋼筋混凝土造,83年2月5日,十五層,
RPQOMLRLKHOFFLE76CA,,232.34,集合住宅,鋼筋混凝土造,107年11月22日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPQOMLRLKHOFFLE76CA,,.12,配電場所,鋼筋混凝土造,107年11月22日,一層,
RPROMLRLKHOFFLE86CA,,234.19,集合住宅,鋼筋混凝土造,107年11月22日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPROMLRLKHOFFLE86CA,,.12,配電場所,鋼筋混凝土造,107年11月22日,一層,
RPPOMLRLKHOFFLE66CA,,232.02,集合住宅,鋼筋混凝土造,107年11月22日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPPOMLRLKHOFFLE66CA,,.12,配電場所,鋼筋混凝土造,107年11月22日,一層,
RPPNMLPKKHOFFGE38CA,37,78.24,住家用,鋼筋混凝土造,71年2月18日,五層,四層
RPVOMLPKKHOFFGE09CA,,264.68,住家用,鋼筋混凝土,107年11月1日,四層,一層 二層 三層 四層 陽台
RPPNMLLKLHOFFIE28CA,29,144.37,,鋼筋混凝土造,78年9月23日,三層,一層 二層 三層 陽台 屋頂突出物
RPPOMLNKKHOFFGE28CA,38,87.12,住家用,加強磚造,69年11月14日,二層,一層 二層
RPPNMLRKKHOFFGE58CA,3,61.05,集合住宅,鋼筋混凝土,105年1月18日,十一層,二層 陽台
RPPNMLRKKHOFFGE58CA,3,45.81,本共有部分之項目有防空避難室兼停車空間、法定騎樓、車道、停車空間、門廊、管委會使用空間、梯間、樓梯間、水箱、機械室等項。,鋼筋混凝土,105年1月18日,十一層,
RPSNMLOKKHOFFFE48CA,14,209.63,住家用,鋼筋混凝土造,93年8月16日,四層,一層 二層 三層 四層 陽台
RPQNMLQJLHOFFIE78CA,8,164.46,停車空間、集合住宅,鋼筋混凝土造,99年9月30日,四層,一層 二層 三層 四層 陽台 雨遮
RPWOMLNLKHOFFEE88CA,3,99.70,集合住宅,鋼筋混凝土,105年2月23日,二十一層,十一層 陽台
RPWOMLNLKHOFFEE88CA,3,99.79,本共有部分之項目有停車空間、防空避難室兼停車空間、門廊、樓梯間、門廳、管理委員會使用空間、防災中心、頂蓋型開放空間、電梯間、機械室、水箱、陽台等１２項。,鋼筋混凝土,105年2月23日,二十一層,
RPRPMLNLKHOFFEE48CA,7,98.54,住家用,鋼筋混凝土造,101年6月5日,三層,一層 二層 三層 陽台
RPQOMLNLKHOFFEE28CA,5,53.92,集合住宅,鋼筋混凝土,103年6月26日,二十層,四層 陽台 雨遮
RPQOMLNLKHOFFEE28CA,5,29.01,本共有部分之項目有停車空間、防空避難室兼停車空間、車道、門廊、防災中心、管理委員會使用空間、樓梯間、瓦斯室、中繼水箱、機械室、水箱等１１項。,鋼筋混凝土,103年6月26日,二十層,
RPPNMLOKKHOFFEE08CA,7,119.25,住家用,鋼筋混凝土造,101年6月15日,十五層,七層 陽台 雨遮
RPPNMLOKKHOFFEE08CA,7,91.51,本共有部分之項目包括停車空間、防空避難室兼停車空間、樓梯間、公共服務空間、供管委會使用空間、頂蓋型沿街步道式開放空間、頂蓋型廣場式開放空間、門廊、車道、機械室共計１０項,鋼筋混凝土造,101年6月15日,十五層,
RPTPMLPKKHOFFEE78CA,19,93.81,住家用,鋼筋混凝土結構造,89年4月15日,十三層,四層 陽台 雨遮
RPTPMLPKKHOFFEE78CA,19,71.05,見使用執照,見使用執照,89年4月15日,十三層,
RPVNMLOKKHOFFEE68CA,18,118.83,住家用,見使用執照,90年6月26日,十四層,十二層 陽台
RPVNMLOKKHOFFEE68CA,18,71.52,見使用執照,鋼筋混凝土結構造,90年6月26日,十四層,
RPWPMLNKKHOFFEE88CA,36,117.16,,鋼筋混凝土造,71年7月26日,五層,四層
RPQNMLOJLHOFFGE38CA,20,78.99,住家用,鋼筋混凝土造,87年8月24日,六層,一層 陽台
RPQNMLOJLHOFFGE38CA,20,55.20,住家用,鋼筋混凝土造,87年8月24日,六層,
RPQNMLRJLHOFFFE58CA,41,104.72,住家用,加強磚造,67年1月1日,二層,一層 二層 騎樓
RPXOMLQJLHOFFFE66CA,42,86.52,住家用,加強磚造,66年1月19日,二層,一層 二層 騎樓
RPRNMLQLKHOFFDE48CA,39,139.50,,鋼筋混凝土造,69年2月11日,三層,一層 二層 三層 騎樓
RPUOMLPKKHOFFDE68CA,21,146.84,住家用,鋼筋混凝土造,87年5月1日,二十六層,十層 陽台
RPUOMLPKKHOFFDE68CA,21,76.94,見使用執照,鋼筋混凝土造,87年5月1日,二十六層,
RPQPMLPKKHOFFDE38CA,37,104.44,,鋼筋混凝土造,70年11月18日,十二層,一層
RPQPMLPKKHOFFDE38CA,37,14.47,,鋼筋混凝土造,70年11月18日,十二層,
RPOPMLSKKHOFFDE48CA,39,169.88,,鋼筋混凝土造,68年11月15日,三層,一層 二層 三層 騎樓 地下層
RPUOMLOKKHOFFDE58CA,16,169.03,住家用,鋼筋混凝土造,92年5月15日,四層,一層 二層 三層 四層 陽台 夾層
RPRPMLKLKHOFFCE97CA,39,73.27,,鋼筋混凝土造,68年11月27日,四層,三層
RPPNMLSKKHOFFCE28CA,27,108.55,住家用,鋼筋混凝土造,80年12月24日,十六層,十四層 陽台
RPPNMLSKKHOFFCE28CA,27,30.34,見使用執照,鋼筋混凝土造,80年12月24日,十六層,
RPQNMLMLKHOFFCE87CA,12,88.11,住家用,鋼筋混凝土造,96年5月9日,二十七層,二十三層 陽台 雨遮
RPQNMLMLKHOFFCE87CA,12,49.90,共有部份,鋼筋混凝土造,96年5月9日,二十七層,
RPTNMLPKKHOFFCE38CA,21,137.84,住家用,鋼筋混凝土造,87年6月4日,四層,一層 二層 三層 四層 陽台 屋頂突出物 雨遮
RPUNMLQLKHOFFGE09CA,37,65.08,住家用,鋼筋混凝土造,70年9月1日,五層,三層
RPSNMLQLKHOFFGE88CA,37,90.13,住家用,鋼筋混凝土造,70年10月26日,七層,四層 陽台
RPQNMLQLKHOFFCE28CA,37,89.73,,鋼筋混凝土造,71年2月27日,五層,一層 陽台 騎樓 夾層 地下層
RPOPMLRJLHOFFBE18CA,2,51.59,住家用,鋼筋混凝土造,106年4月24日,十五層,七層 陽台 雨遮
RPOPMLRJLHOFFBE18CA,2,27.79,共有部份,鋼筋混凝土造,106年4月24日,十五層,
RPQOMLOKKHOFFBE97CA,39,79.72,,鋼筋混凝土造,68年12月24日,五層,一層
RPSNMLPJLHOFFEE48CA,10,52.45,住家用,鋼筋混凝土造,97年9月12日,十五層,四層 陽台 雨遮
RPSNMLPJLHOFFEE48CA,10,43.08,共有部份,鋼筋混凝土造,97年9月12日,十五層,
RPTOMLSKKHOFFBE68CA,38,78.99,,鋼筋混凝土造,69年7月30日,五層,五層
RPPOMLTKKHOFFBE38CA,38,77.28,,鋼筋混凝土造,70年1月12日,七層,五層
RPXOMLNLKHOFFCE78CA,5,192.73,住家用,鋼筋混凝土造,102年12月11日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項
RPTOMLNKKHOFFBE18CA,50,87.12,,加強磚造,58年7月4日,二層,一層 二層 騎樓
RPPPMLRJLHOFFBE28CA,2,51.63,住家用,鋼筋混凝土造,106年4月24日,十五層,十五層 陽台 雨遮
RPPPMLRJLHOFFBE28CA,2,27.79,共有部份,鋼筋混凝土造,106年4月24日,十五層,
RPQPMLRJLHOFFBE38CA,2,51.63,住家用,鋼筋混凝土造,106年4月24日,十五層,十四層 陽台 雨遮
RPQPMLRJLHOFFBE38CA,2,27.79,共有部份,鋼筋混凝土造,106年4月24日,十五層,
RPVNMLMLKHOFFAE18CA,21,81.88,住家用,鋼筋混凝土造,87年5月25日,十三層,十三層 陽台
RPVNMLMLKHOFFAE18CA,21,46.14,共有部份,鋼筋混凝土造,87年5月25日,十三層,
RPPOMLQJLHOFFCE18CA,48,68.46,住家用,加強磚造,60年5月12日,二層,一層 二層
RPSOMLKLKHOFFAE77CA,11,62.67,住家用,鋼筋混凝土造,96年11月30日,十五層,十層 陽台
RPSOMLKLKHOFFAE77CA,11,27.82,共有部份,鋼筋混凝土造,96年11月30日,十五層,
RPQNMLOJLHOFFBE87CA,1,61.39,集合住宅,鋼筋混凝土造,106年12月26日,七層,三層 陽台
RPQNMLOJLHOFFBE87CA,1,31.61,共有部份,鋼筋混凝土造,106年12月26日,七層,
RPURMLQLKHOFFCE09CA,28,128.13,住家用,鋼筋混凝土造,80年4月29日,五層,二層 陽台
RPURMLQLKHOFFCE09CA,28,16.38,見使用執照,鋼筋混凝土造,80年4月29日,五層,
RPVOMLMKKHOFFAE18CA,15,86.53,住家用,鋼筋混凝土造,93年5月10日,十四層,十二層 陽台 雨遮
RPVOMLMKKHOFFAE18CA,15,15.75,共有部份,鋼筋混凝土造,93年5月10日,十四層,
RPVOMLMKKHOFFAE18CA,15,41.59,共有部份,鋼筋混凝土造,93年5月10日,十四層,
RPPPMLQLKHOFFAE18CA,5,196.00,住家用,鋼筋混凝土造,103年1月20日,二十八層,十九層 陽台 雨遮
RPPPMLQLKHOFFAE18CA,5,154.99,本共有部分之項目有車道頂蓋、防災中心、門廳、門廊、機械室、公共服務空間（休閒用、交誼用）、儲藏室、樓梯間、防空避難室兼停車空間、水箱、管委會使用空間、走廊等１２項。,鋼筋混凝土造,103年1月20日,二十八層,
RPTPMLLKLHOFFEE48CA,39,66.59,,鋼筋混凝土造,69年3月21日,四層,二層
RPTNMLPLKHOFFBE38CA,25,37.26,住家用,鋼筋混凝土造,82年9月7日,七層,四層 陽台
RPTNMLPLKHOFFBE38CA,25,12.62,見使用執照,鋼筋混凝土造,82年9月7日,七層,
RPPNMLPLKHOFFBE97CA,18,143.39,住家用,鋼筋混凝土造,89年11月22日,十四層,七層 陽台 雨遮
RPPNMLPLKHOFFBE97CA,18,90.40,避難室兼停車空間，門廊，梯間，機械室，水箱,鋼筋混凝土造,89年11月22日,十四層,
RPRNMLRLKHOFFAE28CA,15,80.35,住家用,鋼筋混凝土造,92年8月14日,十二層,七層 陽台 雨遮
RPRNMLRLKHOFFAE28CA,15,30.64,共有部份,鋼筋混凝土造,92年8月14日,十二層,
RPTOMLRJLHOFFAE48CA,,69.86,集合住宅,鋼筋混凝土,107年11月15日,十五層,十一層 陽台 雨遮
RPTOMLRJLHOFFAE48CA,,71.59,本共有部分之項目有防空避難室兼停車空間、管理委員會使用空間、梯廳、梯間、樓梯間、機械室、水箱等７項。,鋼筋混凝土,107年11月15日,十五層,
RPQOMLRJLHOFFAE18CA,,103.94,集合住宅,鋼筋混凝土,107年11月15日,十五層,十五層 陽台 雨遮
RPQOMLRJLHOFFAE18CA,,90.35,本共有部分之項目有防空避難室兼停車空間、管理委員會使用空間、梯廳、梯間、樓梯間、機械室、水箱等７項。,鋼筋混凝土,107年11月15日,十五層,
RPSOMLRJLHOFFAE38CA,,69.86,集合住宅,鋼筋混凝土,107年11月15日,十五層,八層 陽台 雨遮
RPSOMLRJLHOFFAE38CA,,71.59,本共有部分之項目有防空避難室兼停車空間、管理委員會使用空間、梯廳、梯間、樓梯間、機械室、水箱等７項。,鋼筋混凝土,107年11月15日,十五層,
RPROMLRJLHOFFAE28CA,,69.80,集合住宅,鋼筋混凝土,107年11月15日,十五層,十二層 陽台 雨遮
RPROMLRJLHOFFAE28CA,,71.56,本共有部分之項目有防空避難室兼停車空間、管理委員會使用空間、梯廳、梯間、樓梯間、機械室、水箱等７項。,鋼筋混凝土,107年11月15日,十五層,
RPRNMLOKKHOFFAE87CA,3,260.34,集合住宅,鋼骨構造,104年9月15日,三十八層,二十五層 陽台 雨遮
RPRNMLOKKHOFFAE87CA,3,173.96,本共有部分之項目有防空避難室兼停車空間、樓梯間、機械室、水箱、鄰里會議中心、停車空間、過樑、中繼水箱、機電設備、管委會使用空間、頂蓋型廣場式開放空間、頂蓋型沿街步道式開放空間、社區圖書館、戶外梯、防災中心、雨遮、入口雨遮、門廊、車道等１９項,鋼骨構造,104年9月15日,三十八層,
RPPNMLPKKHOFFAE77CA,12,58.54,住家用,鋼筋混凝土造,95年11月1日,十五層,二層 陽台 雨遮
RPPNMLPKKHOFFAE77CA,12,25.97,樓梯間、管理委員會使用空間、門廊、車道、屋頂突出物、陽台、防空避難室兼停車空間,鋼筋混凝土造,95年11月1日,十五層,
RPPQMLPKKHOFFAE08CA,1,76.44,集合住宅,鋼筋混凝土,107年3月23日,十三層,二層 陽台 雨遮
RPPQMLPKKHOFFAE08CA,1,62.80,本共有部分項目為防空避難室、停車空間、騎樓、門廊、門廳、管委會使用空間、梯間、管道間、水箱、機械室等項。,鋼筋混凝土,107年3月23日,十三層,
RPQNMLRKKHOFFAE08CA,8,120.06,住家用,鋼筋混凝土造,100年5月24日,十五層,六層 陽台 雨遮
RPQNMLRKKHOFFAE08CA,8,83.90,見其他登記事項,鋼筋混凝土造,100年5月24日,十五層,
RPSNMLOKKHOFFAE97CA,11,92.69,住家用,鋼筋混凝土造,97年4月25日,十五層,七層 陽台 雨遮
