編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPWOMLQLKHOFFGH07CA,坡道平面,1450000,37.77,
RPXOMLQLKHOFFGH17CA,坡道平面,1350000,37.77,
RPVPMLSKKHOFFAH66DA,坡道平面,1700000,,
RPRNMLOKKHOFFEH68DA,坡道平面,0,,
RPQPMLSKKHOFFEH56DA,坡道平面,1200000,,
RPWNMLMLKHOFFFH09CA,坡道平面,0,28.59,
RPWNMLMLKHOFFFH09CA,坡道平面,0,28.59,
RPWNMLTKKHOFFGH27DA,坡道平面,1200000,16.32,
RPUNMLSKKHOFFGH96DA,坡道平面,1300000,29.80,
RPRQMLPLLHOFFAH98EA,坡道平面,0,37.63,
RPRQMLPLLHOFFAH98EA,坡道平面,0,38.91,
RPTOMLPLLHOFFAH98EA,坡道平面,1850000,33.70,
RPWNMLSKKHOFFHH27DA,坡道平面,1300000,32.63,
RPVNMLSKKHOFFGH07DA,坡道平面,0,41.18,
RPUPMLPLKHOFFEH76DA,坡道平面,0,29.82,
RPPQMLPLKHOFFEH98DA,坡道平面,0,32.03,
RPOQMLPLKHOFFEH88DA,坡道平面,0,,
RPOQMLPLKHOFFEH88DA,坡道平面,0,,
RPUOMLTKKHOFFBH66DA,坡道平面,1300000,14.76,
RPWOMLPLKHOFFFH96DA,坡道平面,1400000,45.74,
RPOOMLMLKHOFFBH08DA,坡道平面,0,23.85,
RPPOMLMLKHOFFBH18DA,坡道平面,1100000,28.03,
RPPPMLSKKHOFFAH68DA,坡道平面,1700000,,
RPPPMLSKKHOFFAH68DA,坡道平面,1600000,,
RPPPMLSKKHOFFAH68DA,坡道平面,1600000,,
RPORMLMLKHOFFBH38DA,坡道平面,1300000,35.71,
RPORMLMLKHOFFBH38DA,坡道平面,1300000,35.71,
RPPNMLSKKHOFFHH09CA,坡道平面,0,,
RPRNMLMLKHOFFHH78CA,坡道平面,0,,
RPSNMLRJLHOFFFH09CA,坡道平面,0,,
RPQNMLQLKHOFFHH09CA,坡道平面,1750000,31.31,
RPPNMLQLKHOFFHH98CA,坡道平面,1700000,31.31,
RPRNMLQLKHOFFHH56CA,坡道平面,1750000,31.31,
RPPQMLPLKHOFFAH58DA,坡道平面,0,26.47,
RPSNMLQLKHOFFHH66CA,坡道平面,1800000,31.31,
RPUNMLQLKHOFFHH86CA,坡道平面,1750000,31.31,
RPTNMLQLKHOFFHH76CA,坡道平面,1800000,31.31,
RPVNMLQLKHOFFHH96CA,坡道平面,1750000,31.31,
RPROMLQLKHOFFHH66CA,坡道平面,1750000,31.31,
RPQOMLQLKHOFFHH56CA,坡道平面,1750000,31.31,
RPSNMLQJLHOFFGH09CA,一樓平面,0,,
RPQNMLRLKHOFFGH09CA,坡道機械,0,,
RPSOMLQLKHOFFHH76CA,坡道平面,1750000,31.31,
RPVOMLTKKHOFFFH07CA,一樓平面,1500000,13.75,
RPTOMLQLKHOFFHH86CA,坡道平面,1800000,31.31,
RPSNMLLKLHOFFFH58CA,坡道平面,0,33.89,
RPUNMLPKKHOFFFH09CA,坡道平面,0,,
RPPOMLQLKHOFFHH09CA,坡道平面,1800000,31.31,
RPWNMLQLKHOFFHH07CA,坡道平面,1750000,31.31,
RPXNMLQLKHOFFHH17CA,坡道平面,1750000,31.31,
RPOOMLQLKHOFFHH98CA,坡道平面,1750000,31.31,
RPRSMLPKKHOFFDH09CA,坡道平面,1100000,31.70,
RPTNMLPKKHOFFDH78CA,坡道平面,800000,23.63,
RPQNMLSKLHOFFGH56CA,坡道平面,1450000,26.84,
RPUPMLOKKHOFFDH98CA,坡道平面,0,,
RPTNMLLLKHOFFCH38CA,坡道平面,0,,
RPRNMLQLKHOFFCH68CA,坡道平面,0,26.40,
RPRNMLQLKHOFFCH68CA,坡道平面,0,26.40,
RPTNMLPLKHOFFDH88CA,坡道平面,0,,
RPSNMLPKKHOFFBH48CA,坡道平面,0,,
RPSNMLPKKHOFFBH48CA,坡道平面,0,,
RPVOMLOKKHOFFBH78CA,一樓平面,0,,
RPWOMLOKKHOFFBH88CA,一樓平面,0,,
RPXOMLOKKHOFFBH98CA,一樓平面,0,,
RPXNMLPKKHOFFBH98CA,坡道平面,0,29.57,
RPTOMLPKKHOFFBH68CA,坡道平面,0,34.34,
RPTOMLPKKHOFFBH68CA,坡道平面,0,34.34,
RPUOMLPKKHOFFBH78CA,坡道平面,0,34.34,
RPUOMLPKKHOFFBH78CA,坡道平面,0,34.34,
RPTNMLQLKHOFFCH88CA,坡道平面,800000,26.40,
RPSNMLQLKHOFFCH78CA,坡道平面,0,26.40,
RPSNMLQLKHOFFCH78CA,坡道平面,0,26.40,
RPVNMLKLKHOFFBH38CA,坡道平面,0,,
RPVPMLKLKHOFFBH58CA,坡道平面,1250000,26.26,
RPSOMLOKKHOFFBH48CA,一樓平面,0,,
RPSNMLMLKHOFFBH28CA,坡道平面,0,,
RPUOMLSJLHOFFBH09CA,坡道平面,0,,
RPSSMLQLKHOFFBH56CA,坡道平面,0,,
RPTPMLQLKHOFFBH98CA,坡道平面,0,,
RPRPMLLLKHOFFBH28CA,坡道平面,1100000,36.29,
RPROMLQJLHOFFAH48CA,坡道平面,1650000,40.77,
RPXRMLQLKHOFFBH96CA,坡道平面,0,,
RPQOMLQJLHOFFAH38CA,坡道平面,1700000,53.85,
RPWNMLSKKHOFFAH09CA,坡道平面,0,25.08,
RPWNMLSKKHOFFAH09CA,坡道平面,0,25.08,
RPQNMLPKKHOFFAH18CA,坡道平面,0,45.30,
RPUOMLSKKHOFFAH98CA,升降機械,0,26.38,
RPPNMLPKKHOFFAH08CA,坡道平面,0,35.03,
RPUOMLMLKHOFFAH48CA,坡道平面,0,,
RPWPMLLLKHOFFAH68CA,坡道機械,0,17.18,
RPSPMLLLKHOFFAH28CA,坡道平面,1200000,27.25,
RPQPMLLLKHOFFAH08CA,坡道平面,1200000,27.25,
RPWOMLTKKHOFFAH66CA,坡道平面,0,,
RPVNMLKLKHOFFAH28CA,坡道平面,0,,
RPVNMLKLKHOFFAH28CA,坡道平面,0,,
RPVNMLKLKHOFFAH28CA,坡道平面,0,,
RPPRMLSKKHOFFAH78CA,坡道平面,0,,
RPPRMLSKKHOFFAH78CA,坡道平面,0,,
RPWNMLKLKHOFFAH38CA,坡道平面,0,45.30,
RPQNMLLLKHOFFAH87CA,坡道平面,1500000,28.92,
RPRNMLLLKHOFFAH97CA,坡道平面,1400000,33.33,
RPVPMLSJLHOFFAH56CA,坡道平面,1450000,28.37,
RPUPMLSJLHOFFAH09CA,坡道平面,1450000,28.37,
RPRNMLRLKHOFFAH58CA,坡道平面,1650000,41.79,
RPOSMLQLKHOFFBH78CA,坡道平面,0,,
RPWRMLQLKHOFFBH86CA,坡道平面,0,,
RPRNMLLKLHOFFAH97CA,坡道平面,0,,
RPPNMLQLKHOFFAH28CA,坡道平面,0,,
RPPNMLQLKHOFFAH28CA,坡道平面,0,,
RPQQMLKLKHOFFBH18CA,坡道平面,1400000,24.54,
RPTQMLKLKHOFFBH48CA,坡道平面,1500000,24.54,
RPOQMLKLKHOFFBH97CA,坡道平面,1400000,24.54,
RPOQMLKLKHOFFBH97CA,坡道平面,1400000,24.54,
RPRQMLKLKHOFFBH28CA,坡道平面,1500000,24.54,
RPTOMLLLKHOFFBH38CA,坡道平面,0,,
RPVQMLKLKHOFFBH68CA,坡道平面,1400000,24.54,
RPPOMLOJLHOFFBH18CA,坡道平面,1550000,35.82,
RPRNMLSKLHOFFAH68CA,坡道平面,0,39.38,
RPSNMLKLKHOFFBH08CA,坡道平面,0,31.41,
RPQOMLOJLHOFFBH28CA,坡道平面,1600000,36.96,
RPSNMLQLKHOFFAH58CA,坡道平面,0,39.38,
RPUPMLRJLHOFFBH09CA,坡道平面,1400000,24.54,
RPWPMLRJLHOFFBH66CA,坡道平面,1400000,24.54,
RPVPMLRJLHOFFBH56CA,坡道平面,1500000,24.54,
RPPNMLRLKHOFFCH58CA,坡道平面,0,,
RPSNMLTJLHOFFBH88CA,坡道平面,0,,
RPUQMLPKLHOFFBH09CA,坡道平面,0,22.41,
RPROMLLLKHOFFCH28CA,坡道平面,0,,
RPRQMLRJLHOFFBH88CA,坡道平面,1500000,24.54,
RPSQMLRJLHOFFBH98CA,坡道平面,1400000,24.54,
RPPNMLLLKHOFFCH97CA,坡道平面,0,,
RPPQMLRJLHOFFBH68CA,坡道平面,1500000,24.54,
RPUPMLSKKHOFFEH86CA,坡道平面,1200000,34.03,
RPUPMLSKKHOFFEH86CA,坡道平面,1200000,34.03,
RPTNMLSKKHOFFEH56CA,坡道平面,0,,
RPWNMLTKKHOFFEH96CA,坡道平面,0,,
RPSPMLSKKHOFFEH66CA,坡道平面,800000,39.47,
RPSPMLSKKHOFFEH66CA,坡道平面,800000,39.47,
RPSPMLSKKHOFFEH66CA,坡道平面,800000,39.47,
RPWPMLPLKHOFFEH86CA,坡道平面,1200000,46.10,
RPPOMLPLKHOFFEH68CA,坡道平面,950000,45.88,
RPPOMLPLKHOFFEH68CA,坡道平面,950000,45.88,
RPQNMLKKLHOFFEH18CA,坡道平面,1300000,34.02,
RPXOMLOJLHOFFEH66CA,坡道平面,0,,
RPSNMLMKLHOFFEH58CA,坡道平面,0,,
RPPOMLPLKHOFFGH88CA,坡道平面,1150000,30.60,
RPPOMLPLKHOFFGH88CA,坡道平面,1200000,32.60,
RPRNMLSKLHOFFGH66CA,坡道平面,1450000,26.84,
RPXPMLLKLHOFFBH88CA,坡道平面,0,33.26,
RPTOMLPLKHOFFGH66CA,坡道平面,1050000,32.60,
RPSOMLPLKHOFFGH56CA,坡道平面,1200000,32.60,
RPROMLPLKHOFFGH09CA,坡道平面,1050000,32.60,
RPROMLPLKHOFFGH09CA,坡道平面,1050000,32.60,
RPROMLPLKHOFFGH09CA,坡道平面,1050000,32.60,
RPQOMLPLKHOFFGH98CA,坡道平面,1050000,32.60,
RPUOMLQLKHOFFHH96CA,坡道平面,1800000,31.31,
RPQPMLQLKHOFFHH66CA,坡道平面,1750000,31.31,
RPPPMLQLKHOFFHH56CA,坡道平面,1750000,31.31,
RPXOMLQLKHOFFHH27CA,坡道平面,1750000,31.31,
RPWOMLQLKHOFFHH17CA,坡道平面,1700000,31.31,
RPVOMLQLKHOFFHH07CA,坡道平面,1750000,31.31,
RPPNMLLLKHOFFHH48CA,坡道平面,0,,
RPXOMLMLLHOFFGH86CA,坡道平面,0,28.48,
RPVNMLTKKHOFFAH56DA,坡道平面,1000000,28.18,
RPRPMLQLKHOFFAH78DA,坡道平面,1100000,33.97,
RPQPMLPLKHOFFAH58DA,坡道平面,1400000,33.33,
RPQOMLPKKHOFFCH68EA,坡道平面,750000,36.75,
RPTOMLPLKHOFFFH66DA,其他,0,,
RPQOMLPLLHOFFAH68EA,升降機械,800000,22.25,
RPVPMLSJLHOFFHH27CA,坡道平面,1800000,31.31,
RPSOMLRKNHOFFAH56EA,坡道平面,0,,
RPTOMLLLKHOFFCH68EA,坡道平面,0,,
RPSNMLRLLHOFFDH66EA,坡道平面,1200000,27.89,
RPUNMLKLKHOFFEH68DA,坡道平面,1200000,23.23,
RPUOMLOJLHOFFBH78DA,坡道平面,1200000,20.89,
RPWOMLLLKHOFFBH78DA,坡道平面,1200000,33.26,
RPROMLKLKHOFFAH08DA,坡道平面,0,,
RPUOMLTKKHOFFAH56DA,坡道平面,0,,
RPUNMLNLKHOFFHH56CA,坡道平面,0,29.76,
RPWNMLLLKHOFFGH09CA,坡道平面,0,,
RPPOMLLLKHOFFGH48CA,坡道平面,1100000,,
RPTNMLQJLHOFFBH78DA,坡道平面,860000,31.10,
RPTNMLQJLHOFFBH78DA,坡道平面,860000,31.10,
RPQOMLTKKHOFFFH56CA,坡道平面,0,,
RPQOMLTKKHOFFFH56CA,坡道平面,0,,
RPUNMLTKKHOFFGH96CA,坡道平面,0,,
RPUNMLKLKHOFFFH68CA,坡道平面,0,,
RPUNMLTKKHOFFFH86CA,坡道平面,1175000,47.95,
RPUNMLTKKHOFFFH86CA,坡道平面,1175000,47.95,
RPXNMLLLKHOFFEH98CA,坡道平面,1000000,31.19,
RPTPMLSKKHOFFEH76CA,坡道平面,0,19.87,
RPTPMLSKKHOFFEH76CA,坡道平面,0,19.87,
RPSNMLTKKHOFFEH56CA,坡道平面,1400000,24.02,
RPSNMLTKKHOFFEH56CA,坡道平面,1400000,24.02,
RPUOMLSKKHOFFEH76CA,坡道平面,0,,
RPUOMLSKKHOFFEH76CA,坡道平面,0,,
SPSOMLMLKHOFFAH48DA,坡道平面,1500000,15.32,
RPSOMLPLLHOFFGH66CA,坡道平面,0,,
RPSOMLPJLHOFFCH68CA,一樓平面,0,,
RPOPMLNKLHOFFAH18DA,坡道平面,1700000,,
RPOPMLNKLHOFFAH18DA,坡道平面,1700000,,
RPWNMLLLKHOFFDH78CA,坡道平面,1200000,41.86,
RPRNMLLKLHOFFEH38CA,坡道平面,0,30.37,
RPUNMLMLLHOFFHH56CA,坡道平面,1700000,31.31,
RPVNMLSJLHOFFBH09CA,坡道平面,0,28.29,
RPROMLOJLHOFFBH38CA,坡道平面,1550000,36.96,
RPTOMLOKLHOFFCH78CA,坡道平面,1400000,36.46,
RPTOMLOKLHOFFCH78CA,坡道平面,1400000,36.46,
RPTOMLOKLHOFFCH78CA,坡道平面,1400000,36.46,
RPRPMLSJLHOFFBH88CA,坡道平面,0,,
RPRSMLSKKHOFFBH56CA,坡道平面,0,,
RPSSMLSKKHOFFBH66CA,坡道平面,0,,
RPPOMLTKKHOFFBH68CA,坡道平面,1650000,26.47,
RPQPMLTKKHOFFBH88CA,坡道平面,0,,
RPPNMLLLKHOFFBH87CA,坡道機械,600000,18.07,
RPQNMLLLKHOFFBH97CA,坡道機械,600000,18.07,
RPSNMLLLKHOFFBH18CA,坡道平面,730000,22.41,
RPPOMLKLKHOFFBH87CA,坡道平面,0,15.52,
RPUNMLLKLHOFFCH48CA,坡道平面,1300000,36.46,
RPQSMLQLKHOFFBH98CA,坡道平面,0,,
RPVRMLQLKHOFFBH76CA,坡道平面,0,,
RPOPMLRLKHOFFAH48CA,坡道平面,0,35.00,
RPOPMLRLKHOFFAH48CA,坡道平面,0,35.00,
RPUNMLOJLHOFFAH48CA,坡道平面,1500000,29.73,
RPUNMLOJLHOFFAH48CA,坡道平面,1500000,29.73,
RPUNMLPJLHOFFBH68CA,坡道平面,0,,
RPWNMLTKKHOFFAH56CA,坡道平面,0,18.23,
RPWNMLLKLHOFFCH68CA,坡道平面,1300000,36.46,
RPWNMLLKLHOFFCH68CA,坡道平面,1300000,36.46,
RPTPMLRLKHOFFAH98CA,坡道平面,0,28.51,
RPPOMLKLKHOFFAH77CA,坡道平面,0,27.83,
RPROMLTKKHOFFAH78CA,坡道平面,0,,
RPUOMLKLKHOFFAH28CA,坡道平面,0,,
RPRQMLMLKHOFFAH38CA,坡道平面,0,26.55,
RPVNMLOJLHOFFAH58CA,坡道平面,0,,
RPSNMLMKLHOFFAH18CA,坡道平面,1450000,38.65,
RPWNMLPJLHOFFAH78CA,坡道平面,0,,
RPVNMLQLKHOFFAH88CA,坡道平面,0,35.11,
RPPNMLSJLHOFFAH38CA,坡道平面,1800000,37.63,
RPPNMLKKLHOFFAH67CA,坡道平面,0,,
RPOPMLRJLHOFFAH38CA,坡道平面,1600000,39.91,
RPTNMLQJLHOFFAH58CA,坡道平面,0,,
RPSNMLQJLHOFFAH48CA,坡道平面,0,,
RPPOMLPLKHOFFBH38CA,坡道平面,1100000,43.63,
RPQOMLPLKHOFFBH48CA,坡道平面,1100000,43.63,
RPSOMLPLKHOFFBH68CA,坡道平面,1250000,43.63,
RPROMLPLKHOFFBH58CA,坡道平面,1050000,43.63,
RPPPMLRJLHOFFAH48CA,坡道平面,1450000,38.78,
RPXPMLPLKHOFFBH66CA,坡道平面,1100000,43.63,
RPSQMLQLKHOFFBH98CA,坡道平面,1050000,43.63,
RPWQMLQLKHOFFBH76CA,坡道平面,1100000,43.63,
RPXOMLRLKHOFFBH76CA,坡道平面,0,,
RPVQMLMLKHOFFBH88CA,坡道平面,0,30.11,
RPVQMLMLKHOFFBH88CA,坡道平面,0,34.53,
RPSRMLMLKHOFFBH68CA,坡道平面,0,36.15,
RPVNMLPLKHOFFBH88CA,坡道平面,1150000,42.53,
RPWNMLPLKHOFFBH98CA,坡道平面,1300000,43.63,
RPQOMLMKLHOFFAH08CA,坡道平面,1950000,24.03,
RPTNMLPLKHOFFBH68CA,坡道平面,1150000,43.63,
RPVOMLOKLHOFFAH78CA,坡道平面,0,42.42,
RPVOMLOKLHOFFAH78CA,坡道平面,0,42.42,
RPVOMLOKLHOFFAH78CA,坡道平面,0,38.50,
RPWPMLNLKHOFFBH98CA,坡道平面,1150000,43.63,
RPWNMLSJLHOFFAH09CA,坡道平面,0,42.42,
RPWNMLSJLHOFFAH09CA,坡道平面,0,42.42,
RPTQMLNLKHOFFBH78CA,坡道平面,1200000,43.63,
RPRNMLPKLHOFFAH38CA,坡道平面,0,,
RPQPMLRJLHOFFAH58CA,坡道平面,1600000,39.91,
RPTNMLNLKHOFFBH48CA,坡道平面,0,19.25,
RPUPMLKLKHOFFBH48CA,坡道平面,0,38.75,
RPQQMLNLKHOFFBH48CA,坡道平面,1000000,43.63,
RPPQMLNLKHOFFBH38CA,坡道平面,1100000,43.63,
RPOQMLNLKHOFFBH28CA,坡道平面,1300000,43.63,
RPQQMLOJLHOFFBH48CA,坡道平面,1250000,43.63,
RPRQMLNLKHOFFBH58CA,坡道平面,1250000,43.63,
RPSQMLNLKHOFFBH68CA,坡道平面,1250000,43.63,
RPSPMLSJLHOFFBH98CA,其他,0,,
RPXNMLSJLHOFFAH56CA,坡道平面,0,42.42,
RPXNMLSJLHOFFAH56CA,坡道平面,0,38.50,
RPOOMLLKLHOFFCH97CA,坡道平面,1300000,36.46,
RPQOMLRLKHOFFBH68CA,坡道平面,700000,26.18,
RPSQMLOJLHOFFBH68CA,坡道平面,1150000,43.63,
RPSOMLNLKHOFFCH58CA,坡道平面,1200000,25.05,
RPTOMLNLKHOFFCH68CA,坡道平面,1100000,25.05,
RPWNMLPKLHOFFDH56CA,坡道平面,1161000,31.74,
RPVNMLPKLHOFFDH09CA,坡道平面,1232000,31.74,
RPOQMLPJLHOFFBH38CA,一樓平面,0,,
RPQOMLLKLHOFFCH18CA,坡道平面,1300000,36.46,
RPWNMLSKLHOFFBH66CA,坡道平面,1250000,36.15,
RPROMLPKLHOFFCH68CA,坡道平面,0,,
RPROMLLKLHOFFCH28CA,坡道平面,1400000,36.46,
RPROMLLKLHOFFCH28CA,坡道平面,1400000,36.46,
RPSNMLOKLHOFFDH68CA,坡道平面,1232000,31.74,
RPUOMLOKLHOFFDH98CA,坡道平面,1100000,31.74,
RPSOMLOKLHOFFDH78CA,坡道平面,1100000,31.74,
RPQOMLOKLHOFFDH58CA,坡道平面,1161000,31.74,
RPQOMLOKLHOFFDH58CA,坡道平面,1100000,29.33,
RPVNMLOKLHOFFDH98CA,坡道平面,1232000,31.74,
RPUNMLOKLHOFFDH88CA,坡道平面,1047000,29.33,
RPWNMLOKLHOFFDH09CA,坡道平面,1232000,31.74,
RPPOMLOKLHOFFDH48CA,坡道平面,1047000,29.33,
RPPOMLOKLHOFFDH48CA,坡道平面,1161000,31.74,
RPROMLTKLHOFFDH56CA,坡道平面,1100000,31.74,
RPTPMLTKLHOFFDH86CA,坡道平面,1047000,29.33,
RPUPMLTKLHOFFDH96CA,坡道平面,1100000,31.74,
RPUOMLTKLHOFFDH86CA,坡道平面,1100000,31.74,
RPTOMLTKLHOFFDH76CA,坡道平面,1161000,29.33,
RPOPMLTKLHOFFDH98CA,坡道平面,1161000,31.74,
RPQPMLTKLHOFFDH56CA,坡道平面,1232000,31.74,
RPPPMLTKLHOFFDH09CA,坡道平面,1100000,31.74,
RPXOMLTKLHOFFDH17CA,坡道平面,1100000,31.74,
RPVPMLTKLHOFFDH07CA,坡道平面,1100000,31.74,
RPWPMLTKLHOFFDH17CA,坡道平面,1232000,31.74,
RPQQMLTKLHOFFDH66CA,坡道平面,1161000,31.74,
RPTNMLTKLHOFFDH66CA,坡道平面,1047000,29.33,
RPWNMLTKLHOFFDH96CA,坡道平面,1161000,31.74,
RPTQMLTKLHOFFDH96CA,坡道平面,1161000,31.74,
RPSQMLTKLHOFFDH86CA,坡道平面,1100000,31.74,
RPWQMLTKLHOFFDH27CA,坡道平面,1100000,29.33,
RPXQMLTKLHOFFDH37CA,坡道平面,1100000,31.74,
