編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPWNMLNLMHOFFBC48CA,坡道平面,0,,
RPOOMLQKMHOFFBC97CA,坡道平面,0,,
RPOPMLQKMHOFFCC18CA,坡道平面,0,,
RPTOMLMLMHOFFCC28CA,坡道機械,0,,
RPQNMLPLMHOFFCC18CA,坡道平面,0,,
RPSOMLMJNHOFFCC08CA,坡道平面,0,34.63,
RPVNMLSKMHOFFCC88CA,坡道平面,1700000,33.36,
RPTNMLQJOHOFFCC58CA,坡道平面,1700000,33.36,
RPXNMLTKMHOFFCC56CA,坡道平面,0,,
RPQOMLTJNHOFFCC58CA,升降機械,0,,
RPWNMLMLMHOFFBC38CA,坡道平面,0,,
RPTNMLOLMHOFFBC28CA,坡道平面,0,,
RPWNMLLJNHOFFCC28CA,坡道平面,0,,
RPOOMLMLMHOFFCC77CA,坡道平面,0,,
RPPNMLNLMHOFFCC87CA,坡道平面,0,15.87,
RPRNMLQJNHOFFBC18CA,坡道平面,0,,
RPXPMLKKNHOFFBC48CA,坡道平面,0,,
RPROMLOLMHOFFBC18CA,坡道平面,400000,34.99,
RPTNMLPLMHOFFBC38CA,坡道平面,1200000,36.15,
RPWNMLNLMHOFFCC58CA,坡道平面,0,,
RPTNMLLJNHOFFBC87CA,坡道平面,0,24.17,
RPTOMLKMMHOFFCC38EA,坡道平面,0,31.15,
RPQOMLNLMHOFFCC08CA,坡道平面,0,,
RPSNMLNLMHOFFCC18CA,坡道平面,0,,
RPSOMLTLMHOFFCC88CA,坡道平面,0,15.48,
RPOOMLOLMHOFFCC97CA,升降機械,0,,
RPWNMLQJNHOFFCC78CA,坡道平面,1000000,15.87,
RPWNMLQJNHOFFCC78CA,坡道平面,1000000,15.87,
RPSOMLKMMHOFFCC28EA,坡道平面,0,,
RPXNMLQJNHOFFCC88CA,坡道平面,1350000,15.87,
RPRNMLOLMHOFFCC18CA,坡道平面,0,,
RPUNMLNJNHOFFBC18CA,坡道平面,780000,33.30,
RPWNMLTJNHOFFBC98CA,升降機械,0,,
RPOOMLQJNHOFFCC08CA,坡道平面,1000000,13.47,
RPUNMLRKNHOFFCC78CA,坡道平面,0,,
RPRNMLKMPHOFFCC18CA,坡道平面,0,34.63,
RPVNMLMLNHOFFCC48CA,坡道平面,0,,
RPOOMLNJNHOFFCC77CA,坡道平面,0,,
RPUOMLQLMHOFFCC78CA,坡道平面,0,,
RPVOMLQLMHOFFCC88CA,坡道平面,0,39.72,
RPWOMLMJNHOFFCC48CA,坡道平面,0,,
RPPNMLOJOHOFFBC08EA,坡道平面,0,24.58,
RPPNMLOJOHOFFBC08EA,坡道平面,0,24.58,
RPPNMLOJOHOFFBC08EA,坡道平面,0,24.58,
RPQOMLQJNHOFFCC28CA,坡道平面,1200000,13.47,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPPOMLQJNHOFFCC18CA,坡道平面,1000000,15.87,
RPROMLQJNHOFFCC38CA,坡道平面,1000000,15.87,
RPROMLQJNHOFFCC38CA,坡道平面,1000000,15.87,
RPROMLQJNHOFFCC38CA,坡道平面,1000000,15.87,
RPVOMLTLMHOFFBC09CA,坡道平面,0,36.83,
RPTPMLQKNHOFFCC78CA,坡道機械,550000,14.28,
RPVNMLNJNHOFFBC28CA,坡道平面,384000,36.84,
RPTOMLNLNHOFFCC48CA,坡道平面,900000,35.85,
RPVQMLNKNHOFFBC68CA,坡道平面,900000,31.21,
RPXRMLNKNHOFFBC98CA,坡道平面,1200000,35.96,
RPPNMLPKNHOFFCC08CA,升降機械,0,8.78,
RPTQMLNKNHOFFBC48CA,坡道平面,1200000,35.96,
RPPOMLNJNHOFFCC97DA,坡道機械,0,,
RPTOMLSJNHOFFCC78CA,坡道平面,0,,
RPPNMLMLNHOFFBC77CA,坡道平面,0,29.76,
RPPSMLNKNHOFFBC28CA,坡道平面,1000000,35.96,
RPOSMLNKNHOFFBC18CA,坡道平面,1200000,35.96,
RPQSMLNKNHOFFBC38CA,坡道平面,1000000,35.96,
RPRSMLNKNHOFFBC48CA,坡道平面,1200000,35.96,
RPTRMLNKNHOFFBC58CA,坡道平面,1200000,35.96,
RPVRMLNKNHOFFBC78CA,坡道平面,1050000,35.96,
RPWRMLNKNHOFFBC88CA,坡道平面,1050000,35.96,
RPURMLNKNHOFFBC68CA,坡道平面,1200000,35.96,
RPQNMLQKNHOFFBC18CA,坡道平面,0,38.04,
RPQNMLQKNHOFFBC18CA,坡道平面,0,38.04,
RPQNMLQJNHOFFBC08CA,坡道平面,0,,
RPRRMLNKNHOFFBC38CA,坡道平面,1150000,31.21,
RPSRMLNKNHOFFBC48CA,坡道平面,1050000,35.96,
RPPRMLNKNHOFFBC18CA,坡道平面,950000,31.21,
RPQRMLNKNHOFFBC28CA,坡道平面,1050000,35.96,
RPRNMLOLNHOFFBC18CA,坡道平面,0,38.04,
RPRNMLOLNHOFFBC18CA,坡道平面,0,38.04,
RPRNMLTLMHOFFCC68CA,坡道平面,1700000,32.55,
RPRNMLKMMHOFFCC87CA,坡道平面,1750000,33.36,
RPSNMLKMMHOFFCC97CA,坡道平面,0,33.36,
RPSNMLKMMHOFFCC97CA,坡道平面,0,33.36,
RPORMLNKNHOFFBC08CA,坡道平面,1050000,35.96,
RPXQMLNKNHOFFBC88CA,坡道平面,1200000,35.96,
RPQPMLQJNHOFFCC38CA,坡道平面,0,,
RPQPMLQJNHOFFCC38CA,坡道平面,0,,
RPOOMLMJNHOFFCC67CA,坡道平面,0,,
RPVNMLKMMHOFFCC28CA,坡道平面,1650000,33.36,
RPTNMLKMMHOFFCC08CA,坡道平面,1650000,33.36,
RPUNMLKMMHOFFCC18CA,坡道平面,0,33.36,
RPUNMLKMMHOFFCC18CA,坡道平面,0,33.36,
RPSOMLQJNHOFFCC48CA,坡道平面,1100000,15.87,
RPSOMLQJNHOFFCC48CA,坡道平面,1100000,15.87,
RPVOMLTLMHOFFCC76EA,坡道平面,0,,
RPTNMLNJNHOFFCC38EA,坡道平面,0,,
RPXOMLTLMHOFFBC66CA,坡道平面,600000,34.99,
RPTNMLMKNHOFFCC18CA,坡道平面,0,,
RPSQMLNKNHOFFBC38CA,坡道平面,0,,
RPQNMLMLNHOFFBC87CA,坡道平面,0,,
RPTNMLSLNHOFFCC98DA,坡道平面,0,,
RPUNMLTJNHOFFCC88CA,坡道平面,1900000,29.51,
RPRNMLNJNHOFFCC97CA,坡道平面,0,35.85,
RPSNMLNJNHOFFCC08CA,坡道平面,1850000,29.51,
RPSNMLNJNHOFFCC08CA,坡道平面,1850000,29.51,
RPUNMLQJNHOFFCC58CA,坡道平面,0,31.60,
RPVNMLSJNHOFFCC88CA,坡道平面,0,,
RPSOMLNJNHOFFCC18CA,坡道平面,0,,
RPSOMLNJNHOFFCC18CA,坡道平面,0,,
RPRNMLTKNHOFFCC68CA,坡道平面,1000000,27.36,
RPSOMLSJNHOFFCC68CA,升降機械,0,,
RPSNMLMLNHOFFBC08CA,坡道平面,0,21.86,
RPPNMLTKNHOFFBC38CA,其他,0,,
RPUNMLMLNHOFFBC28CA,坡道平面,0,,
RPPNMLPLNHOFFBC08CA,坡道機械,0,21.17,
RPTNMLSJNHOFFCC68CA,坡道平面,0,,
RPPNMLSJNHOFFCC28CA,坡道平面,1000000,13.47,
RPPNMLSJNHOFFCC28CA,坡道平面,1000000,13.47,
RPPNMLOKNHOFFBC87CA,坡道平面,0,,
RPPNMLKLNHOFFBC57CA,坡道平面,700000,34.99,
RPPNMLKKNHOFFCC57CA,坡道平面,1700000,33.36,
RPQNMLKKNHOFFCC67CA,坡道平面,0,33.36,
RPQNMLKKNHOFFCC67CA,坡道平面,0,33.36,
RPSNMLKKNHOFFCC87CA,坡道平面,1700000,32.55,
RPRNMLKKNHOFFCC77CA,坡道平面,1700000,32.55,
RPSNMLTJNHOFFCC68CA,坡道平面,0,32.86,
RPWOMLQKNHOFFCC98CA,坡道平面,0,,
RPWOMLQKNHOFFCC98CA,坡道平面,0,,
RPSNMLSJNHOFFCC58CA,坡道機械,0,22.38,
RPQNMLSJNHOFFCC38CA,坡道平面,1200000,15.87,
RPXNMLKKNHOFFCC38CA,坡道平面,0,32.55,
RPWNMLKKNHOFFCC28CA,坡道平面,0,33.36,
RPWNMLKKNHOFFCC28CA,坡道平面,0,33.36,
RPTNMLKKNHOFFCC97CA,坡道平面,1650000,33.36,
RPVNMLKKNHOFFCC18CA,坡道平面,1800000,33.36,
RPUNMLKKNHOFFCC08CA,坡道平面,1650000,33.36,
RPPNMLTLNHOFFCC58CA,坡道平面,0,,
RPOOMLMLNHOFFBC77CA,坡道平面,0,,
RPTPMLNKNHOFFCC48CA,坡道平面,0,30.04,
RPTPMLNKNHOFFCC48CA,坡道平面,0,30.04,
RPOOMLSJNHOFFCC28CA,坡道平面,0,,
RPSOMLPJOHOFFCC48CA,坡道機械,700000,20.77,
RPVPMLNKNHOFFCC68CA,坡道平面,0,15.87,
RPRNMLSJNHOFFCC48CA,坡道平面,0,,
RPRNMLSJNHOFFCC48CA,坡道平面,0,,
RPXNMLNJOHOFFCC68CA,坡道平面,1750000,33.36,
RPTNMLNKNHOFFCC28CA,坡道機械,0,20.77,
RPRPMLKKNHOFFCC97CA,坡道平面,0,,
RPRPMLKKNHOFFCC97CA,坡道平面,0,,
RPUOMLKMNHOFFCC58EA,坡道平面,0,,
RPQNMLTJNHOFFBC38CA,坡道平面,0,,
RPRNMLMKNHOFFBC87CA,坡道平面,0,,
RPSNMLMKNHOFFBC97CA,坡道平面,0,,
RPRQMLNKNHOFFBC28CA,坡道平面,660000,43.33,
RPRNMLOKNHOFFCC18CA,坡道平面,0,,
RPRNMLTLNHOFFCC78CA,坡道平面,1350000,30.04,
RPQNMLNKNHOFFCC97CA,坡道平面,0,,
RPSNMLTLNHOFFCC88CA,坡道平面,1200000,30.04,
RPOPMLNKNHOFFCC97CA,坡道平面,0,15.87,
RPTNMLTLNHOFFCC98CA,坡道平面,1350000,30.04,
RPWNMLPKNHOFFCC78CA,坡道平面,0,15.87,
RPSOMLPKNHOFFCC48CA,坡道機械,0,,
