鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
小港區,房地(土地+建物)+車位,高雄市小港區中安路４３２號四樓,20.08,商,,,1080109,土地1建物1車位1,四層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830902,129.16,3,2,2,有,有,4270000,33060,坡道平面,0.0,0,,RPPNMLOKKHOFFCE87CA,87.16,11.39,0.0,,
前鎮區,房地(土地+建物),高雄市前鎮區瑞恩街１１１號二樓,19.84,住,,,1080102,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860401,120.47,3,2,2,有,無,4500000,37354,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPTOMLOKKHOFFCE38CA,78.07,13.85,0.0,,
前鎮區,房地(土地+建物),高雄市前鎮區二聖二巷22之6號,27.69,住,,,1080114,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0651008,67.58,3,2,2,有,無,3300000,48831,,0.0,0,,RPPNMLRKKHOFFCE18CA,67.58,0.0,0.0,,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華二路１１號十五樓,18.54,住,,,1071213,土地2建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,190.32,3,2,2,有,有,14790000,74484,坡道平面,15.25,1750000,,RPWNMLSKKHOFFCE98CA,88.58,26.33,0.0,,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街８號九樓,10.61,住,,,1071214,土地2建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,109.2,2,2,1,有,有,9010000,77296,坡道機械,8.16,1200000,,RPXNMLSKKHOFFCE09CA,52.43,13.8,0.0,,
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街２０號十樓,16.75,住,,,1071223,土地2建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608,172.06,3,2,2,有,有,13500000,74294,坡道平面,15.25,1850000,,RPOOMLSKKHOFFCE28CA,88.8,13.66,0.0,,
小港區,房地(土地+建物),高雄市小港區港中街５０號五樓,36.8,住,,,1080110,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780822,126.02,3,2,2,有,無,1690000,13411,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPPPMLKLKHOFFCE77CA,102.72,5.55,0.0,,
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路１９４巷６弄５之２號,32.21,商,,,1080112,土地1建物1車位0,三層，電梯樓梯間,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690808,80.89,3,2,1,有,無,2500000,30906,,0.0,0,,RPUOMLMLKHOFFCE38CA,80.89,0.0,0.0,,
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路６０７巷１１弄６號,49.0,住,,,1071202,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0580805,72.03,6,0,6,有,無,4650000,64556,,0.0,0,,RPVOMLMLKHOFFCE48CA,72.03,0.0,0.0,,
小港區,房地(土地+建物)+車位,高雄市小港區店仔後街７１號十一樓,17.79,住,,,1071222,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070509,134.74,2,1,1,有,有,5100000,38956,坡道平面,36.68,1280000,,RPPPMLMLKHOFFCE97CA,58.87,5.84,0.0,,
三民區,房地(土地+建物),高雄市三民區同盟三路２７２號十一樓之１,11.05,住,,,1080106,土地1建物1車位0,十一層，電梯樓梯間,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,154.83,4,2,2,有,有,5800000,37460,,0.0,0,,RPPNMLNKKHOFFDE87CA,118.88,9.18,0.0,,
三民區,房地(土地+建物),高雄市三民區中華二路２４８號,119.0,住,,,1071212,土地1建物1車位0,全,五層,透天厝,,鋼筋混凝土造,0790108,622.12,9,5,9,有,無,31500000,50633,,0.0,0,,RPTOMLOKKHOFFDE48CA,584.12,38.0,0.0,,
三民區,房地(土地+建物),高雄市三民區漢口街２０１巷９號四樓,20.5,商,,,1071122,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0721026,83.61,3,2,2,有,無,3400000,40665,,0.0,0,,RPPOMLMLKHOFFDE97CA,76.48,7.13,0.0,,
三民區,房地(土地+建物),高雄市三民區順昌街９３號三樓之１,12.55,商,,,1071230,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990115,110.16999999999999,2,1,1,有,有,4600000,41754,,0.0,0,,RPUOMLMLKHOFFDE48CA,56.06,16.93,0.0,,
三民區,房地(土地+建物),高雄市三民區明賢街６３號二十二樓,7.6,住,,,1071231,土地1建物1車位0,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880519,136.93,3,2,2,有,有,7600000,55503,,0.0,0,,RPVOMLMLKHOFFDE58CA,93.03,13.92,0.0,,
三民區,房地(土地+建物),高雄市三民區民族巷６６號十一樓,5.56,商,,,1071017,土地1建物1車位0,十一層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031,73.74000000000001,2,1,1,有,有,4750000,64416,,0.0,0,,RPUOMLPLKHOFFDE78CA,43.23,4.26,0.0,,
三民區,房地(土地+建物),高雄市三民區民族巷６６號十五樓,5.56,商,,,1070630,土地1建物1車位0,十五層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031,73.74000000000001,2,1,1,有,有,4980000,67535,,0.0,0,,RPVOMLPLKHOFFDE88CA,43.23,4.26,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區九如一路５６５巷１號十二樓之４,11.97,商,,,1071229,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831114,177.74,4,2,2,有,有,7300000,41071,坡道平面,0.0,0,,RPPOMLQLKHOFFDE38CA,106.48,13.75,0.0,,
三民區,房地(土地+建物)+車位,高雄市三民區鼎新路８８之１號十四樓,18.5,住,,,1071220,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930804,140.05,3,2,2,有,有,5900000,42128,坡道平面,23.72,0,,RPUNMLOJLHOFFDE48CA,73.51,10.19,0.0,,
三民區,房地(土地+建物),高雄市三民區黃興路３５３巷６３號二樓,35.57,住,,,1071213,土地0建物1車位0,二層，電梯樓梯間,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0770623,121.39,2,1,2,有,有,3300000,27185,,0.0,0,,RPWNMLQJLHOFFDE88CA,109.44,11.95,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區華夏路１４７６號十樓,5.97,商,,,1080103,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840814,68.8,2,1,1,有,有,3880000,56395,坡道機械,0.0,0,,RPPOMLMKKHOFFEE97CA,40.6,9.9,0.0,,
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街１２１號,145.13,住,,,1080109,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0980120,199.58,5,4,6,有,無,16250000,81421,,0.0,0,,RPQNMLNKKHOFFEE08CA,184.74,14.84,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區重立路１４８號七樓,19.23,住,,,1071231,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0880616,154.09,3,2,2,有,有,7550000,48997,坡道平面,0.0,0,,RPWNMLNKKHOFFEE68CA,81.06,13.65,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區文川路１６７巷１之１號十樓,9.9,住,,,1071221,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880120,112.02000000000001,2,2,1,有,有,4800000,42849,坡道平面,17.62,0,,RPPOMLNKKHOFFEE08CA,57.41,17.76,0.0,,
楠梓區,房地(土地+建物),高雄市楠梓區軍校路７６８巷１９號,59.0,住,,,1080110,土地1建物1車位0,全,二層,透天厝,,加強磚造,0630325,70.94,3,1,2,有,無,4900000,69072,,0.0,0,,RPQNMLOKKHOFFEE18CA,70.94,0.0,0.0,,
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街１５５號三樓之１２,9.6,住,,,1080128,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,見其它登記事項,0900907,32.230000000000004,0,0,0,無,無,650000,20168,,0.0,0,,RPRNMLPKKHOFFEE38CA,18.79,2.23,0.0,,
左營區,房地(土地+建物)+車位,高雄市左營區安吉街２５１號十三樓之２,12.43,商,,,1080110,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951128,129.35999999999999,3,2,2,有,有,8100000,62616,坡道機械,0.0,0,,RPUNMLSKKHOFFEE98CA,77.1,5.11,0.0,,
左營區,房地(土地+建物),高雄市左營區文育路１９９號十二樓之２,18.51,住,,,1080106,土地2建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,0870209,141.62,4,2,2,有,有,5280000,37283,,0.0,0,,RPUNMLKLKHOFFEE28CA,97.81,8.36,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區盛昌街３０６號九樓之５,10.56,商,,,1080111,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050224,124.46,3,2,2,有,有,5380000,43227,坡道機械,7.95,0,,RPTNMLLLKHOFFEE28CA,66.68,9.59,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９２號六樓,13.18,住,,,1071225,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430,102.28999999999999,2,1,1,有,無,4620000,45166,坡道機械,0.0,0,,RPRNMLOLKHOFFEE38CA,48.15,5.28,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９０號二樓,22.12,住,,,1071227,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430,189.99,3,2,2,有,無,7850000,41318,坡道平面,0.0,0,,RPSNMLOLKHOFFEE48CA,80.8,16.71,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９８號十三樓,12.31,住,,,1080108,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430,100.19999999999999,2,1,1,有,無,4700000,46906,坡道機械,0.0,0,,RPTNMLOLKHOFFEE58CA,44.94,7.18,0.0,,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９６號五樓,12.3,住,,,1080114,土地0建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430,100.01,2,1,1,有,無,4450000,44496,坡道機械,0.0,0,,RPUNMLOLKHOFFEE68CA,44.91,7.08,0.0,,
燕巢區,土地,湖子內段345地號,124.0,,一般農業區,農牧用地,1080122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,648520,5230,,0.0,0,向政府機關承購之案件。；,RPTNMLLKKHOFFFE28CA,0.0,0.0,0.0,,
橋頭區,土地,頂田段2187地號,1430.0,,特定農業區,農牧用地,1080110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10320000,7217,,0.0,0,,RPVNMLNKKHOFFFE68CA,0.0,0.0,0.0,,
燕巢區,土地,尖山段1120-1地號,873.15,,山坡地保育區,農牧用地,1070521,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2520000,2886,,0.0,0,持分土地出售於共有人,RPROMLOJLHOFFFE48CA,0.0,0.0,0.0,,
燕巢區,土地,尖山段1120-1地號,2237.88,,山坡地保育區,農牧用地,1070521,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6440000,2878,,0.0,0,持分出售予共有人,RPSOMLOJLHOFFFE58CA,0.0,0.0,0.0,,
橋頭區,房地(土地+建物),高雄市橋頭區仕豐南路１２３巷１號,171.0,住,,,1061119,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1071107,329.22,6,2,6,有,無,24180000,73446,,0.0,0,,RPUNMLMKLHOFFFE58CA,311.43,17.79,0.0,,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新富路２２２號１４樓,20.94,住,,,1071221,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900610,187.88,4,2,2,有,有,7880000,41942,坡道平面,24.75,0,,RPOOMLPKKHOFFGE38CA,111.55,11.45,0.0,,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文鳳路７７號,26.75,住,,,1071220,土地1建物1車位1,一層，夾層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0980331,182.35999999999999,5,2,3,有,有,12100000,66352,坡道平面,0.0,0,,RPSOMLLLKHOFFGE48CA,98.64,21.96,0.0,,
鳳山區,房地(土地+建物),高雄市鳳山區三商街１８７號,94.0,住,,,1071211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570615,90.87,3,3,3,有,無,8980000,98822,,0.0,0,,RPWPMLMLKHOFFGE09CA,90.87,0.0,0.0,,
大社區,房地(土地+建物),高雄市大社區翠屏路８４巷３３號五樓,6.46,住,,,1080125,土地1建物1車位0,五層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830128,40.85,1,1,1,有,無,600000,14688,,0.0,0,,RPWNMLMKKHOFFIE98CA,22.48,4.14,0.0,,
仁武區,土地,烏林段812地號,2079.48,,一般農業區,農牧用地,1071225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23903600,11495,,0.0,0,,RPSOMLMKKHOFFIE68CA,0.0,0.0,0.0,,
大社區,房地(土地+建物),高雄市大社區三民路５７巷２號,57.0,住,,,1071225,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0620630,77.52,2,1,1,有,無,2950000,38055,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPPNMLOKKHOFFIE48CA,77.52,0.0,0.0,,
鳥松區,房地(土地+建物),高雄市鳥松區文華路５１號,105.0,住,,,1071219,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0930628,173.89,5,2,4,有,無,13000000,74760,,0.0,0,,RPSOMLSKKHOFFIE66CA,147.2,26.69,0.0,,
大社區,房地(土地+建物),高雄市大社區自由路１６０巷２５弄１６號,95.0,住,,,1080104,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1020501,183.28,4,2,3,有,無,9660000,52706,,0.0,0,,RPRNMLMLKHOFFIE58CA,160.24,23.04,0.0,,
鳥松區,房地(土地+建物)+車位,高雄市鳥松區忠義路282號八樓,16.71,住,,,1080112,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051107,104.69,2,2,1,有,有,5030000,48047,坡道機械,15.38,0,,RPSNMLLLKHOFFIE58CA,49.08,8.55,0.0,,
仁武區,房地(土地+建物),高雄市仁武區八德一路３３１之１號,78.82,住,,,1080112,土地0建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1070417,225.19,5,2,5,有,無,15200000,67499,,0.0,0,,RPWNMLLLKHOFFIE98CA,202.4,22.79,0.0,,
大社區,土地,嘉誠段799地號,735.43,,特定專用區,交通用地,1080111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6406733,8712,,0.0,0,,RPVNMLSJLHOFFIE86CA,0.0,0.0,0.0,,
大社區,房地(土地+建物),高雄市大社區金龍路４６巷４１號,107.0,住,,,1080101,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,0780923,144.37,4,2,3,有,無,6500000,45023,,0.0,0,,RPPNMLLKLHOFFIE28CA,133.95,10.42,0.0,,
阿蓮區,房地(土地+建物),高雄市阿蓮區中正路５７２號,63.87,商,,,1080118,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0620904,80.58,3,1,3,有,無,9500000,117895,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPRNMLMKKHOFFJE58CA,80.58,0.0,0.0,,
湖內區,土地,玉湖段250地號,124.76,住,,,1080119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,8817,,0.0,0,本買賣案件係屬親友間特殊交易，其交易價格可能異於市場正常交易價格。,RPPNMLNJLHOFFJE48CA,0.0,0.0,0.0,,
大寮區,房地(土地+建物),高雄市大寮區永隆街１８２號,86.0,住,,,1071230,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0810613,218.85,6,2,3,有,無,5800000,26502,,0.0,0,含增建或未登記建物。；,RPQNMLMKKHOFFLE68CA,211.35,7.5,0.0,,
大寮區,房地(土地+建物),高雄市大寮區民智街92號,74.68,住,,,1071218,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0940214,188.46,6,2,5,有,無,10000000,53062,,0.0,0,本不動產交易係屬賣清，內含相關稅費負擔。,RPVNMLOKKHOFFLE76CA,162.47,25.99,0.0,,
大寮區,房地(土地+建物),高雄市大寮區民和街５６號,61.0,住,,,1071227,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0740325,90.1,3,2,2,有,無,4900000,54384,,0.0,0,3樓增建搭鐵皮屋,RPPOMLMLKHOFFLE78CA,90.1,0.0,0.0,,
大寮區,房地(土地+建物),高雄市大寮區內厝路３１１號二樓,15.28,住,,,1071223,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830205,98.93,3,2,2,有,有,2410000,24361,,0.0,0,,RPOPMLRLKHOFFLE66CA,67.97,8.2,0.0,,
前鎮區,土地,仁愛段633-22地號,24.7,住,,,1080122,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,622440,25200,,0.0,0,向政府機關承購之案件。；,RPVNMLQJLHOFFCE78DA,0.0,0.0,0.0,,
前鎮區,土地,仁愛段516-69地號,37.4,住,,,1080122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,942480,25200,,0.0,0,向政府機關承購之案件。；,RPSNMLMLKHOFFCE18DA,0.0,0.0,0.0,,
前鎮區,土地,仁愛段516-68地號,42.0,住,,,1080122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1058400,25200,,0.0,0,向政府機關承購之案件。；,RPTNMLMLKHOFFCE28DA,0.0,0.0,0.0,,
三民區,房地(土地+建物),高雄市三民區河堤路530之10號9樓,15.14,住,,,1080116,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861220,114.6,3,2,2,有,有,5800000,50611,,0.0,0,,RPQNMLMKKHOFFDE97DA,77.56,11.02,0.0,,
左營區,土地,左北段792-4地號,17.0,住,,,1080115,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1069999,62941,,0.0,0,向政府機關承購之案件。；,RPQNMLSKKHOFFEE68DA,0.0,0.0,0.0,,
彌陀區,土地,靖和段164地號,3.44,住,,,1080102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,149365,43420,,0.0,0,向政府機關承購之案件。；,RPSNMLMKKHOFFFE38DA,0.0,0.0,0.0,,
鳳山區,土地,牛潮埔段131-6地號,105.0,其他,,,1071226,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3202500,30500,,0.0,0,包含公共設施保留地之交易。；,RPSNMLNKKHOFFGE58DA,0.0,0.0,0.0,,
鳳山區,土地,新庄子段223-59地號,4.0,住,,,1080111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,432520,108130,,0.0,0,向政府機關承購之案件。；,RPXNMLPKKHOFFGE66DA,0.0,0.0,0.0,,
路竹區,土地,大仁段549地號,2443.16,工,,,1080114,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,74269500,30399,,0.0,0,,RPSNMLMKKHOFFJE78DA,0.0,0.0,0.0,,
六龜區,土地,羅漢山段123地號,2044.11,,山坡地保育區,農牧用地,1080119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,538,,0.0,0,,RPRNMLPKKHOFFKE09DA,0.0,0.0,0.0,,
大寮區,房地(土地+建物),高雄市大寮區捷西路５２９號,106.0,農,,,1071020,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122,234.31,4,3,5,有,有,23500000,100294,,0.0,0,,RPUNMLRLKHOFFLE07CA,214.51,19.68,0.0,,
大寮區,房地(土地+建物),高雄市大寮區捷西路５１５號,106.0,農,,,1071015,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122,232.14000000000001,4,3,5,有,有,23000000,99078,,0.0,0,,RPPOMLRLKHOFFLE66CA,214.01,18.01,0.0,,
大寮區,房地(土地+建物),高雄市大寮區捷西路５０５號,106.0,農,,,1071015,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122,232.46,4,3,5,有,有,23600000,101523,,0.0,0,,RPQOMLRLKHOFFLE76CA,214.51,17.83,0.0,,
大寮區,房地(土地+建物),高雄市大寮區捷西路５０７號,106.0,農,,,1071015,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122,234.31,4,3,5,有,有,23600000,100721,,0.0,0,,RPROMLRLKHOFFLE86CA,214.51,19.68,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水里明誠四路118號十樓,22.43,商,,,1080107,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,220.94,4,2,2,有,有,12200000,55219,坡道平面,0.0,0,,RPPNMLLJKHOFFAE57CD,119.72,12.48,0.0,,
前鎮區,房地(土地+建物),高雄市前鎮區忠純里中華五路1007巷22之1號,23.61,住,,,1071230,土地1建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910619,137.89,3,2,2,有,有,7200000,52216,,0.0,0,,RPPNMLLJKHOFFCE77CD,88.52,6.78,0.0,,
阿蓮區,土地,九鬮段1196地號,1476.0,,特定農業區,農牧用地,1071226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6390000,4329,,0.0,0,,RPQNMLNKKHOFFJE58CA,0.0,0.0,0.0,,
路竹區,土地,忠孝段650地號,151.89,住,,,1080107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7581000,49911,,0.0,0,,RPTNMLPKKHOFFJE09CA,0.0,0.0,0.0,,
大社區,土地,保社段392地號,790.7,農,,,1080130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,6956,,0.0,0,,RPPNMLOJLHOFFIE48CA,0.0,0.0,0.0,,
鳥松區,房地(土地+建物),高雄市鳥松區?埔路２之２１號,153.08,住,,,1071023,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0811216,213.79,4,2,2,有,無,6500000,30404,,0.0,0,,RPWNMLOJLHOFFIE56CA,192.24,21.55,0.0,,
